#GO	N_DIS	TOT_DIS	PERC_DIS	N_NEU	TOT_NEU	PERC	NEU	LOG_ODDS	DESCRIPTION
GO:0030018	1	65	1.54	1	389	0.26	5.98	2.58	(CC) Z disc
GO:0030072	1	65	1.54	1	389	0.26	5.98	2.58	(BP) peptide hormone secretion
GO:0030073	1	65	1.54	1	389	0.26	5.98	2.58	(BP) insulin secretion
GO:0030098	1	65	1.54	1	389	0.26	5.98	2.58	(BP) lymphocyte differentiation
GO:0030099	2	65	3.08	2	389	0.51	5.98	2.58	(BP) myeloid cell differentiation
GO:0030218	1	65	1.54	1	389	0.26	5.98	2.58	(BP) erythrocyte differentiation
GO:0030336	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of cell migration
GO:0030799	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of cyclic nucleotide metabolic process
GO:0030802	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of cyclic nucleotide biosynthetic process
GO:0030808	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of nucleotide biosynthetic process
GO:0030814	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of cAMP metabolic process
GO:0030817	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of cAMP biosynthetic process
GO:0031279	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of cyclase activity
GO:0031281	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of cyclase activity
GO:0031330	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of cellular catabolic process
GO:0031396	4	65	6.15	4	389	1.03	5.98	2.58	(BP) regulation of protein ubiquitination
GO:0031401	7	65	10.77	7	389	1.80	5.98	2.58	(BP) positive regulation of protein modification process
GO:0031430	1	65	1.54	1	389	0.26	5.98	2.58	(CC) M band
GO:0031644	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of neurological system process
GO:0031668	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to extracellular stimulus
GO:0031669	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to nutrient levels
GO:0031966	2	65	3.08	2	389	0.51	5.98	2.58	(CC) mitochondrial membrane
GO:0031968	3	65	4.62	3	389	0.77	5.98	2.58	(CC) organelle outer membrane
GO:0031998	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of fatty acid beta-oxidation
GO:0032368	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of lipid transport
GO:0032369	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of lipid transport
GO:0032403	5	65	7.69	5	389	1.29	5.98	2.58	(MF) protein complex binding
GO:0032881	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of polysaccharide metabolic process
GO:0032885	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of polysaccharide biosynthetic process
GO:0032890	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of organic acid transport
GO:0032891	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of organic acid transport
GO:0032924	1	65	1.54	1	389	0.26	5.98	2.58	(BP) activin receptor signaling pathway
GO:0032925	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of activin receptor signaling pathway
GO:0032940	1	65	1.54	1	389	0.26	5.98	2.58	(BP) secretion by cell
GO:0033036	2	65	3.08	2	389	0.51	5.98	2.58	(BP) macromolecule localization
GO:0033365	1	65	1.54	1	389	0.26	5.98	2.58	(BP) protein localization to organelle
GO:0033692	2	65	3.08	2	389	0.51	5.98	2.58	(BP) cellular polysaccharide biosynthetic process
GO:0034501	1	65	1.54	1	389	0.26	5.98	2.58	(BP) protein localization to kinetochore
GO:0034502	1	65	1.54	1	389	0.26	5.98	2.58	(BP) protein localization to chromosome
GO:0034637	2	65	3.08	2	389	0.51	5.98	2.58	(BP) cellular carbohydrate biosynthetic process
GO:0040013	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of locomotion
GO:0042060	1	65	1.54	1	389	0.26	5.98	2.58	(BP) wound healing
GO:0042101	1	65	1.54	1	389	0.26	5.98	2.58	(CC) T cell receptor complex
GO:0042113	1	65	1.54	1	389	0.26	5.98	2.58	(BP) B cell activation
GO:0042177	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of protein catabolic process
GO:0042594	1	65	1.54	1	389	0.26	5.98	2.58	(BP) response to starvation
GO:0043062	1	65	1.54	1	389	0.26	5.98	2.58	(BP) extracellular structure organization
GO:0043121	1	65	1.54	1	389	0.26	5.98	2.58	(MF) neurotrophin binding
GO:0043125	1	65	1.54	1	389	0.26	5.98	2.58	(MF) ErbB-3 class receptor binding
GO:0043255	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of carbohydrate biosynthetic process
GO:0043280	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of caspase activity
GO:0043281	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of caspase activity
GO:0043410	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of MAPKKK cascade
GO:0043467	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of generation of precursor metabolites and energy
GO:0043470	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of carbohydrate catabolic process
GO:0043471	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of cellular carbohydrate catabolic process
GO:0043516	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043517	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043560	2	65	3.08	2	389	0.51	5.98	2.58	(MF) insulin receptor substrate binding
GO:0043621	1	65	1.54	1	389	0.26	5.98	2.58	(MF) protein self-association
GO:0044264	2	65	3.08	2	389	0.51	5.98	2.58	(BP) cellular polysaccharide metabolic process
GO:0044421	2	65	3.08	2	389	0.51	5.98	2.58	(CC) extracellular region part
GO:0045121	4	65	6.15	4	389	1.03	5.98	2.58	(CC) membrane raft
GO:0045321	2	65	3.08	2	389	0.51	5.98	2.58	(BP) leukocyte activation
GO:0045725	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of glycogen biosynthetic process
GO:0045761	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of adenylate cyclase activity
GO:0045762	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of adenylate cyclase activity
GO:0045913	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of carbohydrate metabolic process
GO:0045922	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of fatty acid metabolic process
GO:0045941	4	65	6.15	4	389	1.03	5.98	2.58	(BP) positive regulation of transcription
GO:0045947	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of translational initiation
GO:0046326	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of glucose import
GO:0046677	1	65	1.54	1	389	0.26	5.98	2.58	(BP) response to antibiotic
GO:0046879	1	65	1.54	1	389	0.26	5.98	2.58	(BP) hormone secretion
GO:0046889	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of lipid biosynthetic process
GO:0047485	1	65	1.54	1	389	0.26	5.98	2.58	(MF) protein N-terminus binding
GO:0048179	1	65	1.54	1	389	0.26	5.98	2.58	(CC) activin receptor complex
GO:0048608	1	65	1.54	1	389	0.26	5.98	2.58	(BP) reproductive structure development
GO:0048610	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular process involved in reproduction
GO:0048638	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of developmental growth
GO:0048639	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of developmental growth
GO:0050731	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of peptidyl-tyrosine phosphorylation
GO:0050863	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of T cell activation
GO:0050865	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of cell activation
GO:0050867	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of cell activation
GO:0050870	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of T cell activation
GO:0050994	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of lipid catabolic process
GO:0051052	3	65	4.62	3	389	0.77	5.98	2.58	(BP) regulation of DNA metabolic process
GO:0051130	4	65	6.15	4	389	1.03	5.98	2.58	(BP) positive regulation of cellular component organization
GO:0051179	2	65	3.08	2	389	0.51	5.98	2.58	(BP) localization
GO:0051241	2	65	3.08	2	389	0.51	5.98	2.58	(BP) negative regulation of multicellular organismal process
GO:0051249	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of lymphocyte activation
GO:0051251	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of lymphocyte activation
GO:0051271	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of cellular component movement
GO:0051339	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of lyase activity
GO:0051341	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of oxidoreductase activity
GO:0051345	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of hydrolase activity
GO:0051349	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of lyase activity
GO:0051352	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of ligase activity
GO:0051439	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
GO:0051444	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of ubiquitin-protein ligase activity
GO:0051701	1	65	1.54	1	389	0.26	5.98	2.58	(BP) interaction with host
GO:0051960	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of nervous system development
GO:0051969	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of transmission of nerve impulse
GO:0052547	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of peptidase activity
GO:0052548	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of endopeptidase activity
GO:0060048	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cardiac muscle contraction
GO:0070873	2	65	3.08	2	389	0.51	5.98	2.58	(BP) regulation of glycogen metabolic process
GO:0070875	2	65	3.08	2	389	0.51	5.98	2.58	(BP) positive regulation of glycogen metabolic process
GO:0070997	1	65	1.54	1	389	0.26	5.98	2.58	(BP) neuron death
GO:0071214	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to abiotic stimulus
GO:0071216	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to biotic stimulus
GO:0071478	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to radiation
GO:0071479	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to ionizing radiation
GO:0071480	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to gamma radiation
GO:0071496	1	65	1.54	1	389	0.26	5.98	2.58	(BP) cellular response to external stimulus
GO:0090003	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of establishment of protein localization in plasma membrane
GO:0090004	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of establishment of protein localization in plasma membrane
GO:0090068	1	65	1.54	1	389	0.26	5.98	2.58	(BP) positive regulation of cell cycle process
GO:0090101	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0090257	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of muscle system process
GO:2000021	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of ion homeostasis
GO:2000146	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of cell motility
GO:2000191	1	65	1.54	1	389	0.26	5.98	2.58	(BP) regulation of fatty acid transport
GO:2000192	1	65	1.54	1	389	0.26	5.98	2.58	(BP) negative regulation of fatty acid transport
GO:0043235	7	65	10.77	6	389	1.54	6.98	2.80	(CC) receptor complex
GO:0019932	6	65	9.23	5	389	1.29	7.18	2.84	(BP) second-messenger-mediated signaling
GO:0051050	5	65	7.69	4	389	1.03	7.48	2.90	(BP) positive regulation of transport
GO:0090100	5	65	7.69	4	389	1.03	7.48	2.90	(BP) positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:2000026	10	65	15.38	8	389	2.06	7.48	2.90	(BP) regulation of multicellular organismal development
GO:0009986	4	65	6.15	3	389	0.77	7.98	3.00	(CC) cell surface
GO:0032880	4	65	6.15	3	389	0.77	7.98	3.00	(BP) regulation of protein localization
GO:0060341	4	65	6.15	3	389	0.77	7.98	3.00	(BP) regulation of cellular localization
GO:0070201	4	65	6.15	3	389	0.77	7.98	3.00	(BP) regulation of establishment of protein localization
GO:0045597	7	65	10.77	5	389	1.29	8.38	3.07	(BP) positive regulation of cell differentiation
GO:0045935	7	65	10.77	5	389	1.29	8.38	3.07	(BP) positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process
GO:0001934	6	65	9.23	4	389	1.03	8.98	3.17	(BP) positive regulation of protein phosphorylation
GO:0007507	3	65	4.62	2	389	0.51	8.98	3.17	(BP) heart development
GO:0016337	3	65	4.62	2	389	0.51	8.98	3.17	(BP) cell-cell adhesion
GO:0030155	3	65	4.62	2	389	0.51	8.98	3.17	(BP) regulation of cell adhesion
GO:0045787	3	65	4.62	2	389	0.51	8.98	3.17	(BP) positive regulation of cell cycle
GO:0048015	3	65	4.62	2	389	0.51	8.98	3.17	(BP) phosphoinositide-mediated signaling
GO:0051223	3	65	4.62	2	389	0.51	8.98	3.17	(BP) regulation of protein transport
GO:0090092	6	65	9.23	4	389	1.03	8.98	3.17	(BP) regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0051094	8	65	12.31	5	389	1.29	9.58	3.26	(BP) positive regulation of developmental process
GO:0009653	7	65	10.77	4	389	1.03	10.47	3.39	(BP) anatomical structure morphogenesis
GO:0010562	7	65	10.77	4	389	1.03	10.47	3.39	(BP) positive regulation of phosphorus metabolic process
GO:0042327	7	65	10.77	4	389	1.03	10.47	3.39	(BP) positive regulation of phosphorylation
GO:0045937	7	65	10.77	4	389	1.03	10.47	3.39	(BP) positive regulation of phosphate metabolic process
GO:0051173	9	65	13.85	5	389	1.29	10.77	3.43	(BP) positive regulation of nitrogen compound metabolic process
GO:0001952	2	65	3.08	1	389	0.26	11.97	3.58	(BP) regulation of cell-matrix adhesion
GO:0002521	2	65	3.08	1	389	0.26	11.97	3.58	(BP) leukocyte differentiation
GO:0005977	2	65	3.08	1	389	0.26	11.97	3.58	(BP) glycogen metabolic process
GO:0005978	2	65	3.08	1	389	0.26	11.97	3.58	(BP) glycogen biosynthetic process
GO:0006073	2	65	3.08	1	389	0.26	11.97	3.58	(BP) cellular glucan metabolic process
GO:0006091	2	65	3.08	1	389	0.26	11.97	3.58	(BP) generation of precursor metabolites and energy
GO:0006112	2	65	3.08	1	389	0.26	11.97	3.58	(BP) energy reserve metabolic process
GO:0006508	2	65	3.08	1	389	0.26	11.97	3.58	(BP) proteolysis
GO:0006941	2	65	3.08	1	389	0.26	11.97	3.58	(BP) striated muscle contraction
GO:0007178	8	65	12.31	4	389	1.03	11.97	3.58	(BP) transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0009250	2	65	3.08	1	389	0.26	11.97	3.58	(BP) glucan biosynthetic process
GO:0009887	4	65	6.15	2	389	0.51	11.97	3.58	(BP) organ morphogenesis
GO:0010810	2	65	3.08	1	389	0.26	11.97	3.58	(BP) regulation of cell-substrate adhesion
GO:0014065	2	65	3.08	1	389	0.26	11.97	3.58	(BP) phosphoinositide 3-kinase cascade
GO:0015980	2	65	3.08	1	389	0.26	11.97	3.58	(BP) energy derivation by oxidation of organic compounds
GO:0016323	2	65	3.08	1	389	0.26	11.97	3.58	(CC) basolateral plasma membrane
GO:0017134	2	65	3.08	1	389	0.26	11.97	3.58	(MF) fibroblast growth factor binding
GO:0019838	12	65	18.46	6	389	1.54	11.97	3.58	(MF) growth factor binding
GO:0019903	2	65	3.08	1	389	0.26	11.97	3.58	(MF) protein phosphatase binding
GO:0030307	2	65	3.08	1	389	0.26	11.97	3.58	(BP) positive regulation of cell growth
GO:0030510	2	65	3.08	1	389	0.26	11.97	3.58	(BP) regulation of BMP signaling pathway
GO:0031397	2	65	3.08	1	389	0.26	11.97	3.58	(BP) negative regulation of protein ubiquitination
GO:0031657	2	65	3.08	1	389	0.26	11.97	3.58	(BP) regulation of cyclin-dependent protein kinase activity involved by G1/S
GO:0031659	2	65	3.08	1	389	0.26	11.97	3.58	(BP) positive regulation of cyclin-dependent protein kinase activity involved in G1/S
GO:0034613	2	65	3.08	1	389	0.26	11.97	3.58	(BP) cellular protein localization
GO:0042493	2	65	3.08	1	389	0.26	11.97	3.58	(BP) response to drug
GO:0043548	2	65	3.08	1	389	0.26	11.97	3.58	(MF) phosphoinositide 3-kinase binding
GO:0044042	2	65	3.08	1	389	0.26	11.97	3.58	(BP) glucan metabolic process
GO:0044449	2	65	3.08	1	389	0.26	11.97	3.58	(CC) contractile fiber part
GO:0045737	2	65	3.08	1	389	0.26	11.97	3.58	(BP) positive regulation of cyclin-dependent protein kinase activity
GO:0045740	2	65	3.08	1	389	0.26	11.97	3.58	(BP) positive regulation of DNA replication
GO:0045785	2	65	3.08	1	389	0.26	11.97	3.58	(BP) positive regulation of cell adhesion
GO:0051259	4	65	6.15	2	389	0.51	11.97	3.58	(BP) protein oligomerization
GO:0051641	2	65	3.08	1	389	0.26	11.97	3.58	(BP) cellular localization
GO:0055114	2	65	3.08	1	389	0.26	11.97	3.58	(BP) oxidation-reduction process
GO:0070727	2	65	3.08	1	389	0.26	11.97	3.58	(BP) cellular macromolecule localization
GO:0004716	5	65	7.69	2	389	0.51	14.96	3.90	(MF) receptor signaling protein tyrosine kinase activity
GO:0030278	5	65	7.69	2	389	0.51	14.96	3.90	(BP) regulation of ossification
GO:0045667	5	65	7.69	2	389	0.51	14.96	3.90	(BP) regulation of osteoblast differentiation
GO:0030334	8	65	12.31	3	389	0.77	15.96	4.00	(BP) regulation of cell migration
GO:2000145	8	65	12.31	3	389	0.77	15.96	4.00	(BP) regulation of cell motility
GO:0004675	6	65	9.23	2	389	0.51	17.95	4.17	(MF) transmembrane receptor protein serine/threonine kinase activity
GO:0005007	3	65	4.62	1	389	0.26	17.95	4.17	(MF) fibroblast growth factor receptor activity
GO:0005024	6	65	9.23	2	389	0.51	17.95	4.17	(MF) transforming growth factor beta receptor activity
GO:0008217	3	65	4.62	1	389	0.26	17.95	4.17	(BP) regulation of blood pressure
GO:0010862	3	65	4.62	1	389	0.26	17.95	4.17	(BP) positive regulation of pathway-restricted SMAD protein phosphorylation
GO:0016049	3	65	4.62	1	389	0.26	17.95	4.17	(BP) cell growth
GO:0019722	3	65	4.62	1	389	0.26	17.95	4.17	(BP) calcium-mediated signaling
GO:0030335	6	65	9.23	2	389	0.51	17.95	4.17	(BP) positive regulation of cell migration
GO:0033157	3	65	4.62	1	389	0.26	17.95	4.17	(BP) regulation of intracellular protein transport
GO:0034762	3	65	4.62	1	389	0.26	17.95	4.17	(BP) regulation of transmembrane transport
GO:0040007	3	65	4.62	1	389	0.26	17.95	4.17	(BP) growth
GO:0040012	9	65	13.85	3	389	0.77	17.95	4.17	(BP) regulation of locomotion
GO:0040017	6	65	9.23	2	389	0.51	17.95	4.17	(BP) positive regulation of locomotion
GO:0042277	3	65	4.62	1	389	0.26	17.95	4.17	(MF) peptide binding
GO:0045927	3	65	4.62	1	389	0.26	17.95	4.17	(BP) positive regulation of growth
GO:0046332	6	65	9.23	2	389	0.51	17.95	4.17	(MF) SMAD binding
GO:0046822	3	65	4.62	1	389	0.26	17.95	4.17	(BP) regulation of nucleocytoplasmic transport
GO:0051054	3	65	4.62	1	389	0.26	17.95	4.17	(BP) positive regulation of DNA metabolic process
GO:0051270	9	65	13.85	3	389	0.77	17.95	4.17	(BP) regulation of cellular component movement
GO:0060393	3	65	4.62	1	389	0.26	17.95	4.17	(BP) regulation of pathway-restricted SMAD protein phosphorylation
GO:2000147	6	65	9.23	2	389	0.51	17.95	4.17	(BP) positive regulation of cell motility
GO:0051272	7	65	10.77	2	389	0.51	20.95	4.39	(BP) positive regulation of cellular component movement
GO:0019955	4	65	6.15	1	389	0.26	23.94	4.58	(MF) cytokine binding
GO:0032386	4	65	6.15	1	389	0.26	23.94	4.58	(BP) regulation of intracellular transport
GO:0050678	4	65	6.15	1	389	0.26	23.94	4.58	(BP) regulation of epithelial cell proliferation
GO:0007179	5	65	7.69	1	389	0.26	29.92	4.90	(BP) transforming growth factor beta receptor signaling pathway
GO:0030500	5	65	7.69	1	389	0.26	29.92	4.90	(BP) regulation of bone mineralization
GO:0030501	5	65	7.69	1	389	0.26	29.92	4.90	(BP) positive regulation of bone mineralization
GO:0030509	5	65	7.69	1	389	0.26	29.92	4.90	(BP) BMP signaling pathway
GO:0045669	5	65	7.69	1	389	0.26	29.92	4.90	(BP) positive regulation of osteoblast differentiation
GO:0045778	5	65	7.69	1	389	0.26	29.92	4.90	(BP) positive regulation of ossification
GO:0051240	5	65	7.69	1	389	0.26	29.92	4.90	(BP) positive regulation of multicellular organismal process
GO:0070167	5	65	7.69	1	389	0.26	29.92	4.90	(BP) regulation of biomineral tissue development
GO:0070169	5	65	7.69	1	389	0.26	29.92	4.90	(BP) positive regulation of biomineral tissue development
GO:0000060	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) protein import into nucleus, translocation
GO:0000151	1	65	1.54	0	389	0.00	1538461538.46	30.52	(CC) ubiquitin ligase complex
GO:0000152	1	65	1.54	0	389	0.00	1538461538.46	30.52	(CC) nuclear ubiquitin ligase complex
GO:0001502	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) cartilage condensation
GO:0001550	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) ovarian cumulus expansion
GO:0001569	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) patterning of blood vessels
GO:0001570	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) vasculogenesis
GO:0001704	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) formation of primary germ layer
GO:0001707	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) mesoderm formation
GO:0001727	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) lipid kinase activity
GO:0001763	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) morphogenesis of a branching structure
GO:0001773	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) myeloid dendritic cell activation
GO:0001822	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) kidney development
GO:0001880	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) Mullerian duct regression
GO:0001953	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) negative regulation of cell-matrix adhesion
GO:0002009	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) morphogenesis of an epithelium
GO:0002053	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) positive regulation of mesenchymal cell proliferation
GO:0002063	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) chondrocyte development
GO:0002274	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) myeloid leukocyte activation
GO:0002327	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) immature B cell differentiation
GO:0002329	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) pre-B cell differentiation
GO:0002331	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) pre-B cell allelic exclusion
GO:0002573	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) myeloid leukocyte differentiation
GO:0002649	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) regulation of tolerance induction to self antigen
GO:0002651	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) positive regulation of tolerance induction to self antigen
GO:0002661	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) regulation of B cell tolerance induction
GO:0002663	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) positive regulation of B cell tolerance induction
GO:0002664	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) regulation of T cell tolerance induction
GO:0002666	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) positive regulation of T cell tolerance induction
GO:0003007	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) heart morphogenesis
GO:0003085	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) negative regulation of systemic arterial blood pressure
GO:0003690	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) double-stranded DNA binding
GO:0004175	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) endopeptidase activity
GO:0004197	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) cysteine-type endopeptidase activity
GO:0004198	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) calcium-dependent cysteine-type endopeptidase activity
GO:0004385	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) guanylate kinase activity
GO:0004428	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) inositol or phosphatidylinositol kinase activity
GO:0004710	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) MAP/ERK kinase kinase activity
GO:0005008	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) hepatocyte growth factor receptor activity
GO:0005009	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) insulin receptor activity
GO:0005010	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) insulin-like growth factor receptor activity
GO:0005026	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) transforming growth factor beta receptor activity, type II
GO:0005071	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) transmembrane receptor protein serine/threonine kinase signaling protein activity
GO:0005114	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) type II transforming growth factor beta receptor binding
GO:0005158	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) insulin receptor binding
GO:0005159	1	65	1.54	0	389	0.00	1538461538.46	30.52	(MF) insulin-like growth factor receptor binding
GO:0005680	1	65	1.54	0	389	0.00	1538461538.46	30.52	(CC) anaphase-promoting complex
GO:0005865	1	65	1.54	0	389	0.00	1538461538.46	30.52	(CC) striated muscle thin filament
GO:0005899	1	65	1.54	0	389	0.00	1538461538.46	30.52	(CC) insulin receptor complex
GO:0005902	1	65	1.54	0	389	0.00	1538461538.46	30.52	(CC) microvillus
GO:0005923	1	65	1.54	0	389	0.00	1538461538.46	30.52	(CC) tight junction
GO:0006110	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) regulation of glycolysis
GO:0006282	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) regulation of DNA repair
GO:0006323	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) DNA packaging
GO:0006351	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) transcription, DNA-dependent
GO:0006366	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) transcription from RNA polymerase II promoter
GO:0006511	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) ubiquitin-dependent protein catabolic process
GO:0006809	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) nitric oxide biosynthetic process
GO:0006924	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) activation-induced cell death of T cells
GO:0006968	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) cellular defense response
GO:0006983	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) ER overload response
GO:0006986	1	65	1.54	0	389	0.00	1538461538.46	30.52	(BP) response to unfolded protein
